"id","name","quantity","zoneId"
5,S6DA12.5B1,0,5
6,S6DA150BO,0,5
7,S6DA18B1,0,5
8,S6DA30B1,0,5
9,S6DA90B1,0,5
10,S6DA3B1,0,5
11,S6DA3B,0,6
12,S6DA3.6B,0,6
13,S6DA5B,0,6
14,S6DA6B,0,6
15,S6DA7.5B,0,6
16,S6DA9B,0,6
17,S6DA10B,0,6
18,S6DA12.5B,0,7
19,S6DA15B,0,7
20,S6DA18B,0,7
21,S6DA20B,0,7
22,S6DA25B,0,7
23,S6DA30B,0,7
24,S6DA36B,0,7
25,S6DA40B,0,8
26,S6DA50B,0,8
27,S6DA60B,0,8
28,S6DA75B,0,8
29,S6DA90B ,0,8
30,S6DA100B,0,9
31,S6DA120B,0,9
32,S6DA150B,0,9
33,S6DA180B,0,9
34,S6DA200B,0,9
35,S6DA250B ,0,9
36,콘덴샤,0,10
37,S6DT15B,0,11
38,S6DT18B,0,11
39,S6DT36B,0,11
40,S6DT60B,0,11
41,S6DT250B,0,11
42,S6SA3B,0,11
43,S6SA3.6B,0,11
44,S6SA6B,0,11
45,S6SA9B,0,11
46,S6SA15B,0,11
47,S6SA25B,0,11
48,S6SA100B,0,11
49,S6SA120B,0,11
50,S6SA150B,0,11
51,S6SA200B,0,11
52,S6GX10B,0,11
53,S6KA15B,0,11
54,S6KA18B,0,11
55,S6KA20B,0,11
56,S6KA25B,0,11
57,S6KA30B,0,11
58,S6KA36B,0,11
59,S6KA40B,0,11
60,S6KA50B,0,11
61,S6KA60B,0,11
62,S6KA75B,0,11
63,S6KA90B,0,11
64,S6KA100B,0,11
65,S6KA120B,0,11
66,S6KA150B,0,11
67,S6KA180B,0,11
68,S6KA200B,0,11
69,S6KA250B,0,11
70,S7KA3B,0,12
71,S7KA3.6B,0,12
72,S7KA5B,0,12
73,S7KA6B,0,12
74,S7KA7.5B,0,12
75,S7KA9B,0,12
76,S7KA10B,0,12
77,S7KA12.5B,0,12
78,S7KA15B,0,12
79,S7KA18B,0,12
80,S7KA20B,0,13
81,S7KA25B,0,13
82,S7KA30B,0,13
83,S7KA36B,0,13
84,S7KA40B,0,13
85,S7KA50B,0,13
86,S7KA60B,0,13
87,S7KA75B,0,13
88,S7KA90B,0,14
89,S7KA100B,0,14
90,S7KA120B,0,14
91,S7KA150B,0,14
92,S7KA180B,0,14
93,S7KA200B,0,14
94,S7KA75B1,0,15
95,S7KA30B1,0,15
96,S7KA200B1,0,15
97,S7KA12.5B1,0,15
98,S7KA60B1,0,15
99,S7SA10B,0,15
100,S7DA5B,0,15
101,S7DA7.5B,0,15
102,S7DA9B,0,15
103,S7DA10B,0,15
104,S7DA12.5B,0,15
105,S7DA15B,0,15
106,S7DA25B,0,15
107,S7DA30B,0,15
108,S7DA40B,0,15
109,S7DA50B,0,15
110,S7DA60B,0,15
111,S7DA100B,0,15
112,S7DA120B,0,15
113,S7DA180B,0,15
114,S7DA200B,0,15
115,S7KA120B1,0,16
116,S7DA15B,0,16
117,S7DA5B,0,16
118,S7DA50B,0,16
119,S7DA120B,0,16
120,S7KA30B1,0,16
121,S7GX10B,0,16
122,S7DA20B,0,16
123,S7DA180B,0,16
124,S7DA18B,0,16
125,S8DA10B1,0,17
126,S8KA15B1,0,17
127,S8KA25B1,0,17
128,S8KA30B1,0,17
129,S8KA36B1,0,17
130,S8KA60B1,0,17
131,S8KA75B1,0,17
132,S8KA100B1,0,17
133,S8KA120B1,0,17
134,S8KA180B1,0,17
135,S8KA5B1,0,17
136,S8KA50BO,0,17
137,S8KA150BO,0,17
138,S8KA250B-J30,0,17
139,S8DA3B,0,18
140,S8DA5B,0,18
141,S8DA6B,0,18
142,S8DA7.5B,0,18
143,S8DA9B,0,18
144,S8DA10B1,0,18
145,S8DA12.5B,0,18
146,S8DA15B,0,18
147,S8DA18B,0,18
148,S8DA20B,0,18
149,S8DA25B,0,18
150,S8DA30B,0,18
151,S8DA36B,0,18
152,S8DA50B,0,18
153,S8DA60B,0,18
154,S8DA75B,0,18
155,S8DA90B,0,18
156,S8DA100B,0,18
157,S8DA120B,0,18
158,S8DA150B,0,18
159,S8DA180B,0,18
160,S8DA200B,0,18
161,S8SA3B,0,18
162,S8SA3.6B,0,18
163,S8SA9B,0,18
164,S8SA10B,0,18
165,S8SA50B,0,18
166,S8SA60B,0,18
167,S8SA75B,0,18
168,S8SA180B,0,18
169,S8SA200B,0,18
170,S8GX10B,0,18
171,S8KA3B,0,19
172,S8KA3.6B,0,19
173,S8KA5B,0,19
174,S8KA6B,0,19
175,S8KA7.5B,0,19
176,S8KA9B,0,20
177,S8KA10B,0,20
178,S8KA12.5B,0,20
179,S8KA15B,0,20
180,S8KA18B ,0,20
181,S8KA20B,0,21
182,S8KA25B,0,21
183,S8KA30B ,0,21
184,S8KA36B ,0,21
185,S8KA40B,0,21
186,S8KA50B ,0,21
187,S8KA60B ,0,21
188,S8KA75B ,0,22
189,S8KA90B,0,22
190,S8KA100B,0,22
191,S8KA120B ,0,22
192,S8KA150B ,0,22
193,S8KA180B ,0,22
194,S8KA200B,0,22
195,S9DB5BH,0,23
196,S9DB10BH,0,23
197,S9DB18BH,0,23
198,S9DB20BH,0,23
199,S9DB30BH,0,23
200,S9DB50BH,0,23
201,S9DB200BH,0,23
202,S9SB25BH,0,23
203,S9KB30B1H,0,23
204,S9KB120B1H,0,23
205,S9KB5B1L,0,23
206,S9KB3BH,0,24
207,S9KB3.6BH,0,24
208,S9KB5BH,0,24
209,S9KB6BH,0,24
210,S9KB7.5BH,0,24
211,S9KB9BH,0,24
212,S9KB10BH,0,25
213,S9KB12.5BH,0,25
214,S9KB15BH,0,25
215,"9KB18BH",0,25
216,S9KB20BH,0,25
217,S9KB25BH,0,25
218,S9KB30BH,0,25
219,S9KB36BH,0,26
220,S9KB40BH,0,26
221,S9KB50BH,0,26
222,S9KB50BH,0,26
223,S9KB60BH,0,26
224,S9KB75BH,0,26
225,S9KB90BH,0,27
226,S9KB100BH,0,27
227,S9KB120BH,0,27
228,S9KB150BH,0,27
229,S9KB180BH,0,27
230,S9KB200BH,0,27
231,S9KH3B,0,28
232,S9KH3.6B,0,28
233,S9KH5B,0,28
234,S9KH6B,0,28
235,S9KH7.5B,0,28
236,S9KH9B,0,28
237,S9KH10B,0,28
238,S9KH12.5B,0,28
239,S9SH7.5B,0,29
240,S9SH25B,0,29
241,S9KH15B,0,30
242,S9KH18B,0,30
243,S9KH20B,0,30
244,S9KH25B,0,30
245,S9KH30B,0,30
246,S9KH36B,0,30
247,S9KH40B,0,30
248,S9KH50B,0,31
249,S9KH60B,0,31
250,S9KH75B,0,31
251,S9KH90B,0,31
252,S9KH100B,0,31
253,S9KH120B,0,31
254,S9KH150B,0,31
255,S9KH180B,0,31
256,S9KH200B,0,31
257,S9KC60BL,0,32
258,S9KC3BH,0,33
259,S9KC3.6BH,0,33
260,S9KC5BH,0,33
261,S9KC6BH,0,33
262,S9KC7.5BH,0,33
263,S9KC9BH,0,33
264,S9KC10BH,0,33
265,S9KC12.5BH,0,33
266,S9KC15BH,0,34
267,S9KC18BH,0,34
268,S9KC20BH,0,34
269,S9KC25BH,0,34
270,S9KC30BH,0,34
271,S9KC36BH,0,34
272,S9KC40BH,0,34
273,S9KC50BH,0,35
274,S9KC60BH,0,35
275,S9KC75BH,0,35
276,S9KC90BH,0,35
277,S9KC100BH,0,35
278,S9KC120BH,0,35
279,S9KC150BH,0,35
280,S9DC100BH,0,35
281,S9SC18BH,0,35
282,S9SC10BH,0,35
283,S9SC30BH,0,35
284,S9SC20BH,0,35
285,S9KC180BH,0,36
286,S9KC200BH,0,36
287,S9KC200BH-A448,0,36
288,S9KC5BH,0,36
289,S9KC3BH-S,0,37
290,S9KC3.6BH-S,0,37
291,S9KC5BH-S,0,37
292,S9KC6BH-S,0,37
293,S9KC7.5BH-S,0,37
294,S9KC9BH-S,0,37
295,S9KC10BH-S,0,37
296,S9KC12.5BH-S,0,38
297,S9KC15BH-S,0,38
298,S9KC18BH-S,0,38
299,S9KC20BH-S,0,38
300,S9KC25BH-S,0,38
301,S9KC30BH-S,0,38
302,S9KC36BH-S,0,38
303,S9KC40BH-S,0,38
304,S9KC50BH-S,0,39
305,S9KC60BH-S,0,39
306,S9KC75BH-S,0,39
307,S9KC90BH-S,0,39
308,S9KC100BH-S,0,39
309,S9KC120BH-S,0,39
310,S9KC150BH-S,0,39
311,S9KC180BH-S,0,39
312,S9KC200BH-S,0,39
313,S9GX10BH,0,40
314,S9GX10BH-S,0,40
315,S9MX10BH-S,0,40
316,S9KX10BH-S(R49),0,40
317,S9KD3B,0,41
318,S9KD3.6B,0,41
319,S9KD5B,0,41
320,S9KD6B,0,41
321,S9KD7.5B,0,41
322,S9KD9B,0,41
323,S9KD10B,0,41
324,S9KD12.5B,0,41
325,S9KD15B,0,41
326,S9KD18B,0,41
327,S9KD20B,0,42
328,S9KD25B,0,42
329,S9KD30B,0,42
330,S9KD36B,0,42
331,S9KD40B,0,42
332,S9KD50B,0,43
333,S9KD60B,0,43
334,S9KD75B,0,43
335,S9KD90B,0,43
336,S9KD100B,0,43
337,S9KD120B,0,43
338,S9KD150B,0,43
339,S9KD180B,0,43
340,S9KD200B,0,43
341,SS-0113A,0,44
342,DAP-8328WDA,0,44
343,DAG-83354153K,0,44
344,US540-402E,0,44
345,DAP-83222DYA,0,44
346,DAP-83222DYA-1,0,44
347,DAP83282WDA,0,44
348,GGMN 2400,0,44
349,CS-0590B,0,44
350,CS-0720B-CSE,0,44
351,DAP-6402DSEA-1,0,45
352,CS-0720B-CSE,0,45
353,DAP-83222DYA,0,45
354,DAP-83222DYA-1,0,45
355,GGMN 2400,0,45
356,KGB-057-6130BD,0,46
357,NMRV 030 1/80(CH),0,46
358,KGB-075-6140B2,0,46
359,KGB-036-6130AD,0,46
360,콘덴서 250 2.2 (캔),0,46
361,콘덴서 230 25,0,46
362,KGB-015-6140A2,0,46
363,KGB-131-6140A2,0,46
364,KGB-021-6140B2,0,46
365,KGB-086-6140BD,0,46
366,GGMN 2400,0,46
367,GP4-1217-IZA,0,46
368,CS-0590A-1,0,46
369,FF-130SH-14230,0,46
370,RF-370CH-19160,0,46
371,"22H220E041",0,46
372,APP 08-001,0,46
373,KGS-030-5030A2,0,46
374,KGS-005-5030AD,0,46
375,FF-180SH-07530,0,46
376,KGS-040-5030AD,0,46
377,S6I06GB-T,0,47
378,S7I15DB-T,0,47
379,S6I06DA-T,0,47
380,S6I06DB-T,0,47
381,S6I06GX-TCE,0,47
382,S6I06GB-TCE,0,47
383,S7I15GB-T,0,47
384,S7I15GX-TCE,0,47
385,S7I15GT-T,0,47
386,S8I25GB-T,0,47
387,S8I25GS-T,0,47
388,S8I25GS-TCE,0,48
389,S8I25GX-TCE,0,48
390,S8I15GX-TCE,0,48
391,S8I25GU-T,0,48
392,S8I25GA-T,0,48
393,S8I25GT-T,0,48
394,S8I25GT-TCE,0,48
395,S8I25DT-T,0,48
396,S9I40GSL-TCE,0,48
397,S9I40GTH-TCE,0,48
398,S9I40GSH-TCE,0,48
399,S9I40DT-T,0,48
400,S9I40GTH-T,0,48
401,S9I40GBH-T,0,48
402,S9I40KT-T,0,48
403,S9I40GBL-T,0,48
404,S9I40GXH-TCE,0,48
405,S9I90GBH-T,0,49
406,S9I90GTH-T,0,49
407,S9I90KA-T,0,49
408,S9I90GTH-T(J81),0,49
409,S9I90GSH-TCE,0,49
410,S9I90GTH-TCE,0,49
411,S9I90GAH-T,0,49
412,S9I90KT-T,0,49
413,S9I90KS-TCE,0,49
414,S9I90GUH-T,0,49
415,S9I90DT-T,0,49
416,S9I90WS-TCE,0,49
417,S9I90KB-T,0,49
418,S9I90DS-TCE,0,49
419,S9I90MS-TCE,0,49
420,S9I90MT-T,0,49
421,S9I90GXH-TCE,0,49
422,S9I150GT-T,0,49
423,"9I150WT-T",0,49
424,S9I150GT-TCE,0,49
425,S9I150MT-T,0,49
426,S9I150KT-T,0,49
427,S9I90GSH-TECE,0,49
428,S9I90GTH-TE,0,49
429,S10I200KT-T,0,50
430,S9I90GTH-TCE,0,50
431,S9I90GSH-TCE,0,50
432,S9I200MT-T,0,50
433,S9I200DT-T,0,50
434,S9I180KS-TCE,0,50
435,S9I90GXH-TCE,0,50
436,S9I90WS-TCE,0,50
437,S9I90KX-TCE,0,50
438,S9I90KA-T,0,50
439,S9I90MS-TCE,0,50
440,S9I90MT-T,0,50
441,S9I90KT-T,0,50
442,S9I90GSH-TE,0,50
443,S9I60GTH-TE,0,50
444,S9I150GT-TE,0,50
445,S9I90GTH-TE,0,50
446,S9I60GSH-TE,0,50
